id,title,imageUrl,description,category,sizeCategory,dimensions,inspirationId1,inspirationUrl1,inspirationTitle1,inspirationId2,inspirationUrl2,inspirationTitle2,inspirationId3,inspirationUrl3,inspirationTitle3,inspirationId4,inspirationUrl4,inspirationTitle4,inspirationId5,inspirationUrl5,inspirationTitle5,inspirationId6,inspirationUrl6,inspirationTitle6
43,Astronauta maceta,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/43%20Astronauta%20maceta%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/43%20Astronauta%20maceta%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/43%20Astronauta%20maceta%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/43%20Astronauta%20maceta%20D.webp,,Nuevas,mini,12x14x10cm,43-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/43%20Astronauta%20maceta%201.webp,Astronauta maceta 1,43-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/43%20Astronauta%20maceta%202.webp,Astronauta maceta 2,43-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/43%20Astronauta%20maceta%203.webp,Astronauta maceta 3,43-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/43%20Astronauta%20maceta%204.webp,Astronauta maceta 4,43-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/43%20Astronauta%20maceta%205.webp,Astronauta maceta 5,43-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/43%20Astronauta%20maceta%206.webp,Astronauta maceta 6
44,Ardilla maceta,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/44%20Ardilla%20maceta%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/44%20Ardilla%20maceta%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/44%20Ardilla%20maceta%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/44%20Ardilla%20maceta%20D.webp,,Nuevas,mini,15x18x10cm,44-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/44%20Ardilla%20maceta%201.webp,Ardilla maceta 1,44-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/44%20Ardilla%20maceta%202.webp,Ardilla maceta 2,44-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/44%20Ardilla%20maceta%203.webp,Ardilla maceta 3,44-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/44%20Ardilla%20maceta%204.webp,Ardilla maceta 4,44-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/44%20Ardilla%20maceta%205.webp,Ardilla maceta 5,44-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/44%20Ardilla%20maceta%206.webp,Ardilla maceta 6
45,Perro pincher-chihuahua,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/45%20Perro%20pincher-chihuahua%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/45%20Perro%20pincher-chihuahua%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/45%20Perro%20pincher-chihuahua%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/45%20Perro%20pincher-chihuahua%20D.webp,,Nuevas,mini,15x12x12cm,45-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/45%20Perro%20pincher-chihuahua%201.webp,Perro pincher-chihuahua 1,45-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/45%20Perro%20pincher-chihuahua%202.webp,Perro pincher-chihuahua 2,45-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/45%20Perro%20pincher-chihuahua%203.webp,Perro pincher-chihuahua 3,45-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/45%20Perro%20pincher-chihuahua%204.webp,Perro pincher-chihuahua 4,45-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/45%20Perro%20pincher-chihuahua%205.webp,Perro pincher-chihuahua 5,45-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/45%20Perro%20pincher-chihuahua%206.webp,Perro pincher-chihuahua 6
46,Perro shih tzu,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/46%20Perro%20shih%20tzu%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/46%20Perro%20shih%20tzu%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/46%20Perro%20shih%20tzu%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/46%20Perro%20shih%20tzu%20D.webp,,Nuevas,mini,14x12x12cm,46-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/46%20Perro%20shih%20tzu%201.webp,Perro shih tzu 1,46-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/46%20Perro%20shih%20tzu%202.webp,Perro shih tzu 2,46-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/46%20Perro%20shih%20tzu%203.webp,Perro shih tzu 3,46-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/46%20Perro%20shih%20tzu%204.webp,Perro shih tzu 4,46-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/46%20Perro%20shih%20tzu%205.webp,Perro shih tzu 5,46-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/46%20Perro%20shih%20tzu%206.webp,Perro shih tzu 6
47,Pingüino,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/47%20Pinguino%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/47%20Pinguino%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/47%20Pinguino%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/47%20Pinguino%20D.webp,,Nuevas,mini,17x9x9cm,47-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/47%20Pinguino%201.webp,Pingüino 1,47-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/47%20Pinguino%202.webp,Pingüino 2,47-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/47%20Pinguino%203.webp,Pingüino 3,47-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/47%20Pinguino%204.webp,Pingüino 4,47-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/47%20Pinguino%205.webp,Pingüino 5,47-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/47%20Pinguino%206.webp,Pingüino 6
48,Pingüina,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/48%20Pinguina%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/48%20Pinguina%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/48%20Pinguina%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/48%20Pinguina%20D.webp,,Nuevas,mini,14x9x9cm,48-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/48%20Pinguina%201.webp,Pingüina 1,48-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/48%20Pinguina%202.webp,Pingüina 2,48-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/48%20Pinguina%203.webp,Pingüina 3,48-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/48%20Pinguina%204.webp,Pingüina 4,48-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/48%20Pinguina%205.webp,Pingüina 5,48-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/48%20Pinguina%206.webp,Pingüina 6
49,Maestro Roshi,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/49%20Maestro%20Roshi%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/49%20Maestro%20Roshi%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/49%20Maestro%20Roshi%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/49%20Maestro%20Roshi%20D.webp,,Nuevas,mini,12x11x11cm,49-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/49%20Maestro%20Roshi%201.webp,Maestro Roshi 1,49-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/49%20Maestro%20Roshi%202.webp,Maestro Roshi 2,,,,,,,,,,,,
50,Popobe mini,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/50%20Popobe%20mini%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/50%20Popobe%20mini%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/50%20Popobe%20mini%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/50%20Popobe%20mini%20D.webp,,Nuevas,mini,15x9x6cm,50-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/50%20Popobe%20mini%201.webp,Popobe mini 1,50-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/50%20Popobe%20mini%202.webp,Popobe mini 2,50-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/50%20Popobe%20mini%203.webp,Popobe mini 3,50-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/50%20Popobe%20mini%204.webp,Popobe mini 4,50-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/50%20Popobe%20mini%205.webp,Popobe mini 5,50-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/50%20Popobe%20mini%206.webp,Popobe mini 6
51,Busto David,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/51%20Busto%20David%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/51%20Busto%20David%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/51%20Busto%20David%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/51%20Busto%20David%20D.webp,,Nuevas,mini,15x13x10cm,51-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/51%20Busto%20David%201.webp,Busto David 1,51-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/51%20Busto%20David%202.webp,Busto David 2,51-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/51%20Busto%20David%203.webp,Busto David 3,51-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/51%20Busto%20David%204.webp,Busto David 4,51-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/51%20Busto%20David%205.webp,Busto David 5,51-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/51%20Busto%20David%206.webp,Busto David 6
52,Stich,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/52%20Stich%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/52%20Stich%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/52%20Stich%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/52%20Stich%20D.webp,,Nuevas,mini,15x15x10cm,52-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/52%20Stich%201.webp,Stich 1,52-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/52%20Stich%202.webp,Stich 2,52-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/52%20Stich%203.webp,Stich 3,52-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/52%20Stich%204.webp,Stich 4,52-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/52%20Stich%205.webp,Stich 5,52-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/52%20Stich%206.webp,Stich 6
53,Ángel (Stich),https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/53%20Angel%20(Stich)%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/53%20Angel%20(Stich)%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/53%20Angel%20(Stich)%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/53%20Angel%20(Stich)%20D.webp,,Nuevas,mini,16x16x10cm,53-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/53%20Angel%20(Stich)%201.webp,Ángel (Stich) 1,53-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/53%20Angel%20(Stich)%202.webp,Ángel (Stich) 2,53-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/53%20Angel%20(Stich)%203.webp,Ángel (Stich) 3,53-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/53%20Angel%20(Stich)%204.webp,Ángel (Stich) 4,53-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/53%20Angel%20(Stich)%205.webp,Ángel (Stich) 5,53-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/53%20Angel%20(Stich)%206.webp,Ángel (Stich) 6
54,Oso,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/54%20Oso%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/54%20Oso%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/54%20Oso%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/54%20Oso%20D.webp,,Nuevas,mini,11x21x9cm,54-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/54%20Oso%201.webp,Oso 1,54-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/54%20Oso%202.webp,Oso 2,54-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/54%20Oso%203.webp,Oso 3,54-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/54%20Oso%204.webp,Oso 4,54-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/54%20Oso%205.webp,Oso 5,54-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/54%20Oso%206.webp,Oso 6
55,Elefante musical mini,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/55%20Elefante%20musical%20mini%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/55%20Elefante%20musical%20mini%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/55%20Elefante%20musical%20mini%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/55%20Elefante%20musical%20mini%20D.webp,,Nuevas,mini,13x17x7cm,55-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/55%20Elefante%20musical%20mini%201.webp,Elefante musical mini 1,55-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/55%20Elefante%20musical%20mini%202.webp,Elefante musical mini 2,55-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/55%20Elefante%20musical%20mini%203.webp,Elefante musical mini 3,55-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/55%20Elefante%20musical%20mini%204.webp,Elefante musical mini 4,,,,,,
56,Busto flores maceta,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/56%20Busto%20flores%20maceta%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/56%20Busto%20flores%20maceta%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/56%20Busto%20flores%20maceta%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/56%20Busto%20flores%20maceta%20D.webp,,Nuevas,mini,16x10x10cm,56-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/56%20Busto%20flores%20maceta%201.webp,Busto flores maceta 1,56-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/56%20Busto%20flores%20maceta%202.webp,Busto flores maceta 2,56-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/56%20Busto%20flores%20maceta%203.webp,Busto flores maceta 3,56-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/56%20Busto%20flores%20maceta%204.webp,Busto flores maceta 4,56-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/56%20Busto%20flores%20maceta%205.webp,Busto flores maceta 5,56-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/56%20Busto%20flores%20maceta%206.webp,Busto flores maceta 6
57,Busto girasoles maceta,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/57%20Busto%20girasoles%20maceta%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/57%20Busto%20girasoles%20maceta%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/57%20Busto%20girasoles%20maceta%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/57%20Busto%20girasoles%20maceta%20D.webp,,Nuevas,mini,16x10x10cm,57-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/57%20Busto%20girasoles%20maceta%201.webp,Busto girasoles maceta 1,57-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/57%20Busto%20girasoles%20maceta%202.webp,Busto girasoles maceta 2,57-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/57%20Busto%20girasoles%20maceta%203.webp,Busto girasoles maceta 3,57-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/57%20Busto%20girasoles%20maceta%204.webp,Busto girasoles maceta 4,57-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/57%20Busto%20girasoles%20maceta%205.webp,Busto girasoles maceta 5,57-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/57%20Busto%20girasoles%20maceta%206.webp,Busto girasoles maceta 6
58,Máscara angustia,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/58%20Mascara%20angustia%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/58%20Mascara%20angustia%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/58%20Mascara%20angustia%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/58%20Mascara%20angustia%20D.webp,,Nuevas,mini,17x6x5cm,58-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/58%20Mascara%20angustia%201.webp,Máscara angustia 1,58-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/58%20Mascara%20angustia%202.webp,Máscara angustia 2,58-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/58%20Mascara%20angustia%203.webp,Máscara angustia 3,58-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/58%20Mascara%20angustia%204.webp,Máscara angustia 4,58-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/58%20Mascara%20angustia%205.webp,Máscara angustia 5,58-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/58%20Mascara%20angustia%206.webp,Máscara angustia 6
59,Máscara pensante,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/59%20Mascara%20pensante%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/59%20Mascara%20pensante%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/59%20Mascara%20pensante%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/59%20Mascara%20pensante%20D.webp,,Nuevas,mini,17x7x7cm,59-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/59%20Mascara%20pensante%201.webp,Máscara pensante 1,59-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/59%20Mascara%20pensante%202.webp,Máscara pensante 2,59-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/59%20Mascara%20pensante%203.webp,Máscara pensante 3,59-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/59%20Mascara%20pensante%204.webp,Máscara pensante 4,59-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/59%20Mascara%20pensante%205.webp,Máscara pensante 5,59-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/59%20Mascara%20pensante%206.webp,Máscara pensante 6
60,Garfield mini,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/60%20Garfield%20mini%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/60%20Garfield%20mini%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/60%20Garfield%20mini%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/60%20Garfield%20mini%20D.webp,,Nuevas,mini,15x10x7cm,60-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/60%20Garfield%20mini%201.webp,Garfield mini 1,60-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/60%20Garfield%20mini%202.webp,Garfield mini 2,60-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/60%20Garfield%20mini%203.webp,Garfield mini 3,60-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/60%20Garfield%20mini%204.webp,Garfield mini 4,60-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/60%20Garfield%20mini%205.webp,Garfield mini 5,60-6,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/60%20Garfield%20mini%206.webp,Garfield mini 6
61,Picachú con helado,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/61%20Picachu%20con%20helado%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/61%20Picachu%20con%20helado%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/61%20Picachu%20con%20helado%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/61%20Picachu%20con%20helado%20D.webp,,Nuevas,mini,17x9x8cm,61-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/61%20Picachu%20con%20helado%201.webp,Picachú con helado 1,61-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/61%20Picachu%20con%20helado%202.webp,Picachú con helado 2,,,,,,,,,,,,
62,Capibara sordo,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/62%20Capibara%20sordo%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/62%20Capibara%20sordo%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/62%20Capibara%20sordo%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/62%20Capibara%20sordo%20D.webp,,Nuevas,mini,12x8x8cm,62-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/62%20Capibara%20sordo%201.webp,Capibara sordo 1,62-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/62%20Capibara%20sordo%202.webp,Capibara sordo 2,62-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/62%20Capibara%20sordo%203.webp,Capibara sordo 3,62-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/62%20Capibara%20sordo%204.webp,Capibara sordo 4,,,,,,
63,Capibara ciego,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/63%20Capibara%20ciego%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/63%20Capibara%20ciego%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/63%20Capibara%20ciego%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/63%20Capibara%20ciego%20D.webp,,Nuevas,mini,12x8x8cm,63-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/63%20Capibara%20ciego%201.webp,Capibara ciego 1,63-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/63%20Capibara%20ciego%202.webp,Capibara ciego 2,63-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/63%20Capibara%20ciego%203.webp,Capibara ciego 3,63-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/63%20Capibara%20ciego%204.webp,Capibara ciego 4,63-5,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/63%20Capibara%20ciego%205.webp,Capibara ciego 5,,,
64,Capibara mudo,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/64%20Capibara%20mudo%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/64%20Capibara%20mudo%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/64%20Capibara%20mudo%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/64%20Capibara%20mudo%20D.webp,,Nuevas,mini,12x8x8cm,64-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/64%20Capibara%20mudo%201.webp,Capibara mudo 1,64-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/64%20Capibara%20mudo%202.webp,Capibara mudo 2,64-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/64%20Capibara%20mudo%203.webp,Capibara mudo 3,64-4,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/64%20Capibara%20mudo%204.webp,Capibara mudo 4,,,,,,
65,Minion sorprendido,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/65%20Minion%20sorprendido%20A.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/65%20Minion%20sorprendido%20B.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/65%20Minion%20sorprendido%20C.webp|https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/65%20Minion%20sorprendido%20D.webp,,Nuevas,mini,16x9x8cm,65-1,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/65%20Minion%20sorprendido%201.webp,Minion sorprendido 1,65-2,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/65%20Minion%20sorprendido%202.webp,Minion sorprendido 2,65-3,https://raw.githubusercontent.com/calmo-brand/calmo-host/main/img/figure/65%20Minion%20sorprendido%203.webp,Minion sorprendido 3,,,,,,,,,
